module,genome_name,db_name,module_name,module_class,module_category,module_subcategory,module_definition,stepwise_module_completeness,stepwise_module_is_complete,pathwise_module_completeness,pathwise_module_is_complete,proportion_unique_enzymes_present,enzymes_unique_to_module,unique_enzymes_hit_counts,enzyme_hits_in_module,gene_caller_ids_in_module,warnings
M00050,P2734_FreshMango_BE,P2734_FreshMango_BE,"Guanine ribonucleotide biosynthesis, IMP => GDP,GTP",Pathway modules,Nucleotide metabolism,Purine metabolism,"K00088 K01951 K00942 (K00940,K18533)",1.0,True,1.0,True,1.0,"K00088,K00942,K01951","1,1,2","K00088,K00940,K00942,K01951,K01951","2723,1035,567,1481,1183",K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00053,P2734_FreshMango_BE,P2734_FreshMango_BE,"Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP",Pathway modules,Nucleotide metabolism,Purine metabolism,"(K00525+K00526,K10807+K10808) (K00940,K18533)",1.0,True,1.0,True,,No enzymes unique to module,,"K00525,K00526,K00940","1668,1669,1035","K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938"
M00051,P2734_FreshMango_BE,P2734_FreshMango_BE,"De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K11540,(K11541 K01465),((K01954,K01955+K01956) (K00609+K00610,K00608) K01465)) (K00226,K00254,K17828) (K13421,K00762 K01591)",0.6666666666666666,False,0.9166666666666666,True,1.0,"K00609,K00762,K01465,K01591,K17828","1,1,1,1,1","K00609,K00762,K01465,K01591,K01955,K01955,K01956,K01956,K01956,K17828","2444,2450,2445,2449,2447,821,2446,422,820,2448","K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978"
M00052,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K13800,K13809,K09903) (K00940,K18533) K01937",1.0,True,1.0,True,1.0,"K01937,K09903","1,1","K00940,K01937,K09903","1035,845,201",K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00938,P2734_FreshMango_BE,P2734_FreshMango_BE,"Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP",Pathway modules,Nucleotide metabolism,Pyrimidine metabolism,"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943",1.0,True,1.0,True,1.0,"K00560,K00943,K01520","1,1,1","K00525,K00526,K00560,K00940,K00943,K01520","1668,1669,351,1035,1660,1690","K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938"
M00020,P2734_FreshMango_BE,P2734_FreshMango_BE,"Serine biosynthesis, glycerate-3P => serine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"K00058 K00831 (K01079,K02203,K22305,K25528)",0.6666666666666666,False,0.6666666666666666,False,1.0,K00058,2,"K00058,K00058,K00831","1587,1069,1068",K00831 is present in multiple modules: M00020/M00124
M00018,P2734_FreshMango_BE,P2734_FreshMango_BE,"Threonine biosynthesis, aspartate => homoserine => threonine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733",1.0,True,1.0,True,1.0,"K00872,K01733","1,1","K00003,K00003,K00133,K00872,K00928,K00928,K01733","1713,1796,1766,1712,1421,2895,2399","K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00621,P2734_FreshMango_BE,P2734_FreshMango_BE,Glycine cleavage system,Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"(K00281,K00282+K00283) K00605 K00382",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00382,69,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032
M00975,P2734_FreshMango_BE,P2734_FreshMango_BE,"Betaine degradation, bacteria, betaine => pyruvate",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,"K00479+K21832 (((K00309,K00315) (K00301,K00302+K00303+K00304+K00305)),K21833+K21834+K25960+K25961) K00600 (K01752,K01754)",0.5,False,0.5,False,1.0,K01752,2,"K00600,K01752,K01752","1940,841,842",K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141
M00033,P2734_FreshMango_BE,P2734_FreshMango_BE,"Ectoine biosynthesis, aspartate => ectoine",Pathway modules,Amino acid metabolism,Serine and threonine metabolism,K00928 K00133 K00836 K06718 K06720,0.4,False,0.4,False,,No enzymes unique to module,,"K00133,K00928,K00928","1766,1421,2895","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00021,P2734_FreshMango_BE,P2734_FreshMango_BE,"Cysteine biosynthesis, serine => cysteine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"(K00640,K23304) (K01738,K13034,K17069)",0.5,False,0.5,False,1.0,K00640,1,K00640,1023,
M00609,P2734_FreshMango_BE,P2734_FreshMango_BE,"Cysteine biosynthesis, methionine => cysteine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,K00789 K17462 K01243 K07173 K17216 K17217,0.5,False,0.5,False,1.0,K07173,1,"K00789,K01243,K07173","797,46,1595","K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034"
M00017,P2734_FreshMango_BE,P2734_FreshMango_BE,"Methionine biosynthesis, aspartate => homoserine => methionine",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)",0.8571428571428571,True,0.8571428571428571,True,1.0,"K00549,K00651,K14155,K24042","3,1,2,1","K00003,K00003,K00133,K00549,K00549,K00549,K00651,K00928,K00928,K14155,K14155,K24042","1713,1796,1766,2647,362,745,1794,1421,2895,2265,2404,746","K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527"
M00034,P2734_FreshMango_BE,P2734_FreshMango_BE,Methionine salvage pathway,Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)",0.25,False,0.3333333333333333,False,1.0,K08969,1,"K00789,K01243,K08969","797,46,943","K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K01243 is present in multiple modules: M00609/M00034"
M00035,P2734_FreshMango_BE,P2734_FreshMango_BE,Methionine degradation,Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)",0.5,False,0.5,False,1.0,K00558,1,"K00558,K00789","155,797",K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00368,P2734_FreshMango_BE,P2734_FreshMango_BE,"Ethylene biosynthesis, methionine => ethylene",Pathway modules,Amino acid metabolism,Cysteine and methionine metabolism,"K00789 (K01762,K20772) K05933",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00789,797,K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00019,P2734_FreshMango_BE,P2734_FreshMango_BE,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"K01652+(K01653,K11258) K00053 K01687 K00826",0.25,False,0.375,False,,No enzymes unique to module,,"K00826,K01652","1930,1401","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570"
M00570,P2734_FreshMango_BE,P2734_FreshMango_BE,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.2,False,0.3,False,,No enzymes unique to module,,"K00826,K01652","1930,1401","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01652 is present in multiple modules: M00019/M00570"
M00036,P2734_FreshMango_BE,P2734_FreshMango_BE,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Pathway modules,Amino acid metabolism,Branched-chain amino acid metabolism,"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640",0.1666666666666666,False,0.2916666666666667,False,1.0,"K00166,K09699","1,1","K00166,K00382,K00826,K09699","66,69,1930,68","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00826 is present in multiple modules: M00019/M00570/M00036/M00119"
M00016,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)",0.7777777777777778,True,0.7777777777777778,True,1.0,K01439,2,"K00133,K00215,K00928,K00928,K01439,K01439,K01586,K01714,K01714,K01778","1766,347,1421,2895,2223,305,480,2459,92,43","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00525,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586,1.0,True,1.0,True,1.0,"K00841,K05822,K05823","3,1,1","K00133,K00215,K00841,K00841,K00841,K00928,K00928,K01586,K01714,K01714,K01778,K05822,K05823","1766,347,2941,2460,1512,1421,2895,480,2459,92,43,2861,2860","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00526,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)",0.8333333333333334,True,0.8333333333333334,True,,No enzymes unique to module,,"K00133,K00215,K00928,K00928,K01586,K01714,K01714","1766,347,1421,2895,480,2459,92","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527"
M00527,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",Pathway modules,Amino acid metabolism,Lysine metabolism,"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)",0.8571428571428571,True,0.8571428571428571,True,,No enzymes unique to module,,"K00133,K00215,K00928,K00928,K01586,K01714,K01714,K01778","1766,347,1421,2895,480,2459,92,43","K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527,K01778 is present in multiple modules: M00016/M00525/M00527"
M00032,P2734_FreshMango_BE,P2734_FreshMango_BE,"Lysine degradation, lysine => saccharopine => acetoacetyl-CoA",Pathway modules,Amino acid metabolism,Lysine metabolism,"K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)",0.0,False,0.0555555555555555,False,,No enzymes unique to module,,K00382,69,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032
M00028,P2734_FreshMango_BE,P2734_FreshMango_BE,"Ornithine biosynthesis, glutamate => ornithine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)",0.75,True,0.8,True,1.0,"K00620,K00930","1,1","K00145,K00620,K00930","819,818,817",K00145 is present in multiple modules: M00028/M00845
M00844,P2734_FreshMango_BE,P2734_FreshMango_BE,"Arginine biosynthesis, ornithine => arginine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K00611 K01940 (K01755,K14681)",1.0,True,1.0,True,,No enzymes unique to module,,"K00611,K01755,K01940","815,1593,1594","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00845,P2734_FreshMango_BE,P2734_FreshMango_BE,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,K22478 K00145 K00821 K09065 K01438 K01940 K01755,0.4285714285714285,False,0.4285714285714285,False,,No enzymes unique to module,,"K00145,K01755,K01940","819,1593,1594","K00145 is present in multiple modules: M00028/M00845,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00029,P2734_FreshMango_BE,P2734_FreshMango_BE,Urea cycle,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K01948 K00611 K01940 (K01755,K14681) K01476",0.6,False,0.6,False,,No enzymes unique to module,,"K00611,K01755,K01940","815,1593,1594","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978"
M00978,P2734_FreshMango_BE,P2734_FreshMango_BE,Ornithine-ammonia cycle,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)",0.8333333333333334,True,0.8333333333333334,True,1.0,K01915,1,"K00611,K01755,K01915,K01940,K01955,K01955,K01956,K01956,K01956","815,1593,596,1594,2447,821,2446,422,820","K00611 is present in multiple modules: M00844/M00029/M00978,K01755 is present in multiple modules: M00844/M00845/M00029/M00978,K01940 is present in multiple modules: M00844/M00845/M00029/M00978,K01955 is present in multiple modules: M00051/M00978,K01956 is present in multiple modules: M00051/M00978"
M00015,P2734_FreshMango_BE,P2734_FreshMango_BE,"Proline biosynthesis, glutamate => proline",Pathway modules,Amino acid metabolism,Arginine and proline metabolism,"((K00931 K00147),K12657) K00286",1.0,True,1.0,True,1.0,"K00147,K00931","1,1","K00147,K00286,K00931","1227,1723,1228",K00286 is present in multiple modules: M00015/M00972
M00972,P2734_FreshMango_BE,P2734_FreshMango_BE,Proline metabolism,Pathway modules,Amino acid metabolism,Arginine and proline metabolism,K00819 K00286 K00318,0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K00286,1723,K00286 is present in multiple modules: M00015/M00972
M00026,P2734_FreshMango_BE,P2734_FreshMango_BE,"Histidine biosynthesis, PRPP => histidine",Pathway modules,Amino acid metabolism,Histidine metabolism,"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0.8333333333333334,True,0.8888888888888888,True,1.0,"K00013,K00765,K00817,K01523,K01693,K01814,K02500,K02501,K02502,K04486","1,1,1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01523,K01693,K01814,K02500,K02501,K02502,K04486","1776,1775,1783,1782,1777,1779,1780,1778,1774,1773",
M00022,P2734_FreshMango_BE,P2734_FreshMango_BE,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",Pathway modules,Amino acid metabolism,Aromatic amino acid metabolism,"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736",0.75,True,0.8571428571428571,True,1.0,"K00014,K00800,K00891,K01735,K01736,K03785","3,1,1,1,1,1","K00014,K00014,K00014,K00800,K00891,K01735,K01736,K03785","2573,1336,1339,217,219,2571,215,1340",
M00023,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tryptophan biosynthesis, chorismate => tryptophan",Pathway modules,Amino acid metabolism,Aromatic amino acid metabolism,"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)",1.0,True,1.0,True,1.0,"K00766,K01609,K01657,K01658,K01695,K01696,K01817","1,1,1,1,1,1,1","K00766,K01609,K01657,K01658,K01695,K01696,K01817","533,532,535,534,529,530,531",
M00025,P2734_FreshMango_BE,P2734_FreshMango_BE,"Tyrosine biosynthesis, chorismate => HPP => tyrosine",Pathway modules,Amino acid metabolism,Aromatic amino acid metabolism,"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0.0,False,0.3333333333333333,False,1.0,K04517,1,K04517,218,
M00027,P2734_FreshMango_BE,P2734_FreshMango_BE,GABA (gamma-Aminobutyrate) shunt,Pathway modules,Amino acid metabolism,Other amino acid metabolism,"K01580 (K13524,K07250,K00823,K16871) (K00135,K00139,K17761)",0.3333333333333333,False,0.3333333333333333,False,1.0,K01580,1,K01580,2826,
M00118,P2734_FreshMango_BE,P2734_FreshMango_BE,"Glutathione biosynthesis, glutamate => glutathione",Pathway modules,Amino acid metabolism,Other amino acid metabolism,"(K11204+K11205,K01919) (K21456,K01920)",0.5,False,0.5,False,1.0,K01919,1,K01919,1971,
M00892,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-GlcNAc biosynthesis, eukaryotes, Fru-6P => UDP-GlcNAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00820 K00621 K01836 K00972,0.25,False,0.25,False,,No enzymes unique to module,,K00820,1554,K00820 is present in multiple modules: M00892/M00909/M01002/M00995
M00909,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-GlcNAc biosynthesis, prokaryotes, Fru-6P => UDP-GlcNAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"K00820 (K03431,K28126) (K04042,K23144,(K28192 (K11528,K00972)))",1.0,True,1.0,True,,No enzymes unique to module,,"K00820,K03431,K04042","1554,1555,855","K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995"
M01002,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-GalNAc biosynthesis, Fru-6P => UDP-GalNAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00820 K28125 K28126 K23144,0.25,False,0.25,False,,No enzymes unique to module,,K00820,1554,K00820 is present in multiple modules: M00892/M00909/M01002/M00995
M00995,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-MurNAc biosynthesis, Fru-6P => UDP-MurNAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00820 K03431 K04042 K00790 K00075,1.0,True,1.0,True,1.0,"K00075,K00790","1,2","K00075,K00790,K00790,K00820,K03431,K04042","1561,1951,838,1554,1555,855","K00820 is present in multiple modules: M00892/M00909/M01002/M00995,K03431 is present in multiple modules: M00909/M00995,K04042 is present in multiple modules: M00909/M00995"
M00549,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-Glc biosynthesis, Glc => UDP-Glc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)",1.0,True,1.0,True,,No enzymes unique to module,,"K00963,K01835,K25026","1615,1603,603","K00963 is present in multiple modules: M00129/M00854/M00549,K01835 is present in multiple modules: M00855/M00549,K25026 is present in multiple modules: M00001/M00549"
M01004,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-Galf biosynthesis, UDP-Glc => UDP-Galf",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"K01784 (K01854,K28214)",1.0,True,1.0,True,1.0,K01854,1,"K01784,K01784,K01784,K01854","2965,1654,1352,2977",K01784 is present in multiple modules: M00632/M01004
M00554,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-Gal biosynthesis, Gal => UDP-Gal",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00849 K00965,0.5,False,0.5,False,,No enzymes unique to module,,K00849,1351,K00849 is present in multiple modules: M00632/M00554
M01000,P2734_FreshMango_BE,P2734_FreshMango_BE,"GDP-Man biosynthesis, Fru-6P => GDP-Man",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"(K01809,K28465,K15916,K16011) (K17497,K01840,K15778,K16881) (K00966,K00971,K16011,K16881)",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K01809,1933,K01809 is present in multiple modules: M00114/M01000/M01006
M01014,P2734_FreshMango_BE,P2734_FreshMango_BE,"UDP-ManNAcA biosynthesis, UDP-GlcNAc => UDP-ManNAcA",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K01791 K02472,0.5,False,0.5,False,1.0,K01791,1,K01791,2502,
M00793,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"K00973 K01710 ((K01790 K00067),K23987)",1.0,True,1.0,True,1.0,K00067,1,"K00067,K00973,K01710,K01790","2959,2956,2958,2957","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022"
M01022,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"K00973 K01710 K01790 (K19180,K19652)",0.75,True,0.75,True,,No enzymes unique to module,,"K00973,K01710,K01790","2956,2958,2957","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022,No KOfam profile for K19180"
M01023,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00973 K01710 K20679 K20680 K20681,0.4,False,0.4,False,,No enzymes unique to module,,"K00973,K01710","2956,2958","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K20679,No KOfam profile for K20680,No KOfam profile for K20681"
M01024,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00973 K01710 K24249 K24250 K24251,0.4,False,0.4,False,,No enzymes unique to module,,"K00973,K01710","2956,2958","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027"
M01025,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00973 K01710 K02805 K16704,0.5,False,0.5,False,,No enzymes unique to module,,"K00973,K01710","2956,2958","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027"
M01026,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00973 K01710 K20429 K21379,0.5,False,0.5,False,,No enzymes unique to module,,"K00973,K01710","2956,2958","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027"
M01027,P2734_FreshMango_BE,P2734_FreshMango_BE,"dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,K00973 K01710 K13306 K20678,0.5,False,0.5,False,,No enzymes unique to module,,"K00973,K01710","2956,2958","K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K13306,No KOfam profile for K20678"
M01006,P2734_FreshMango_BE,P2734_FreshMango_BE,"GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N",Pathway modules,Glycan metabolism,Nucleotide sugar biosynthesis,"(K01809,K28465,K15916,K16011) (K01840,K15778,K16881) (K00966,K00971,K16011,K16881) K01711 K13010",0.2,False,0.2,False,,No enzymes unique to module,,K01809,1933,K01809 is present in multiple modules: M00114/M01000/M01006
M00888,P2734_FreshMango_BE,P2734_FreshMango_BE,"Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5",Pathway modules,Glycan metabolism,Other polysaccharide metabolism,K02851 K16870 K16649 K16650,0.5,False,0.5,False,1.0,"K02851,K16649","1,2","K02851,K16649,K16649","1637,2975,2976",
M00127,P2734_FreshMango_BE,P2734_FreshMango_BE,"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP",Pathway modules,Metabolism of cofactors and vitamins,Cofactor and vitamin metabolism,"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946",0.2857142857142857,False,0.375,False,,No enzymes unique to module,,"K00788,K00941,K03151","1149,1150,1986","K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K03151 is present in multiple modules: M00127/M00895"
